iter	Logloss
0	0.6142765496
1	0.5388115909
2	0.4721325001
3	0.4147190543
4	0.3616011698
5	0.3157831277
6	0.2752241688
7	0.2445788113
8	0.2161958031
9	0.1900905202
10	0.1665353466
11	0.1478717865
12	0.1316280771
13	0.117288993
14	0.1050168621
15	0.09346342226
16	0.08268524219
17	0.07439668055
18	0.06753941612
19	0.06123823868
20	0.05563500391
21	0.0516696473
22	0.04730504231
23	0.04317341306
24	0.03992665479
25	0.03678593162
26	0.03411963609
27	0.03164647073
28	0.02934630204
29	0.02684321726
30	0.02476762816
31	0.02295547474
32	0.02155423468
33	0.02027968226
34	0.01895914896
35	0.0180030431
36	0.01678717838
37	0.01570755684
38	0.01490989828
39	0.01420400761
40	0.01333972797
41	0.0126870079
42	0.01197607914
43	0.01162277258
44	0.01109244782
45	0.0106665684
46	0.01035828949
47	0.009967079644
48	0.009606361566
49	0.009337752493
50	0.008930982188
51	0.008569314395
52	0.008278508799
53	0.007985968907
54	0.007762322202
55	0.007548748774
56	0.007413664804
57	0.007235947927
58	0.007022697502
59	0.006913366699
60	0.006736955813
61	0.006526219725
62	0.00638545368
63	0.006176999994
64	0.006032674229
65	0.00591376048
66	0.005828534216
67	0.005688523414
68	0.005591580613
69	0.005472465219
70	0.005367165207
71	0.005233767417
72	0.005161057717
73	0.005073583239
74	0.004955686883
75	0.004894982683
76	0.004834962777
77	0.004817666198
78	0.004715556441
79	0.004647518853
80	0.004556927423
81	0.00447965641
82	0.004401511471
83	0.00439153529
84	0.004282491053
85	0.004210508761
86	0.004143399204
87	0.004086009653
88	0.004074996973
89	0.004059455033
90	0.004043301382
91	0.003987406301
92	0.003952214717
93	0.003923364279
94	0.003895837049
95	0.003842836827
96	0.003833728088
97	0.00378234176
98	0.003735778017
99	0.003707565684
100	0.003670206951
101	0.003620347936
102	0.003558903077
103	0.00355063069
104	0.003550607056
105	0.003545201672
106	0.003502252802
107	0.003480303501
108	0.003437561791
109	0.003400435594
110	0.003358638231
111	0.003333729794
112	0.003314313044
113	0.003297206821
114	0.003239311434
115	0.003196855258
116	0.003164338411
117	0.00313765538
118	0.003079739664
119	0.00303999467
120	0.003025659179
121	0.003017950942
122	0.002987680549
123	0.002980499387
124	0.002980499387
125	0.002955156732
126	0.002943285443
127	0.002895691055
128	0.00288797509
129	0.002873972298
130	0.002846809178
131	0.002789781405
132	0.002736474943
133	0.002709536798
134	0.002698561607
135	0.002691472529
136	0.002684047762
137	0.002671887409
138	0.002665580291
139	0.002645146393
140	0.002634302795
141	0.002623791756
142	0.002594773925
143	0.002580917958
144	0.002574734833
145	0.002549613656
146	0.002514438113
147	0.002508314547
148	0.002494965201
149	0.002494965201
150	0.002459441926
151	0.002422363649
152	0.002422368731
153	0.002413751515
154	0.002399855031
155	0.002399872022
156	0.002394700784
157	0.002394692972
158	0.002387976796
159	0.002374924724
160	0.002342716459
161	0.002329711396
162	0.002308130339
163	0.002298004744
164	0.002298000369
165	0.002277062752
166	0.002277042022
167	0.002277048551
168	0.002252911912
169	0.002232049378
170	0.00221445824
171	0.002206752579
172	0.002187044912
173	0.002187044912
174	0.002180090291
175	0.002157944603
176	0.002139112207
177	0.002132799046
178	0.002132796054
179	0.00213278845
180	0.002121410612
181	0.002107831644
182	0.00209741537
183	0.002075846802
184	0.002060143477
185	0.002041311948
186	0.002037311597
187	0.002032793655
188	0.002010039069
189	0.0020051172
190	0.001995247338
191	0.001971639206
192	0.001971629195
193	0.001950479261
194	0.00193381068
195	0.00193381068
196	0.001928734526
197	0.001928734526
198	0.001928735058
199	0.001928718183
200	0.001928718183
201	0.001928713075
202	0.001924863111
203	0.001924863111
204	0.001900802291
205	0.00189350045
206	0.00188243183
207	0.001882419053
208	0.001875933064
209	0.001865837949
210	0.001857402156
211	0.001857392001
212	0.001857370735
213	0.001857369774
214	0.00185735724
215	0.001854302967
216	0.001854293611
217	0.001834470866
218	0.001834475333
219	0.001820505422
220	0.001820505642
221	0.00181773205
222	0.001807905349
223	0.001803056013
224	0.001794269318
225	0.001794273022
226	0.001781021688
227	0.001781021688
228	0.00177076654
229	0.001770765209
230	0.001761587028
231	0.001752897718
232	0.001752899634
233	0.001752885626
234	0.001752873862
235	0.001746426855
236	0.001731695049
237	0.001731694644
238	0.001731684696
239	0.001731696277
240	0.001731678027
241	0.001731671133
242	0.001731676858
243	0.001731663664
244	0.001728162915
245	0.001718799747
246	0.001705451293
247	0.001697847265
248	0.001687250798
249	0.001687249409
250	0.001687238171
251	0.001687238171
252	0.001687230706
253	0.001687230706
254	0.00168638217
255	0.001677077826
256	0.001663716774
257	0.001663703227
258	0.00166371134
259	0.001654554553
260	0.001648583003
261	0.001648557454
262	0.001636362483
263	0.00163634595
264	0.001636355215
265	0.001624329642
266	0.001624329642
267	0.001619489224
268	0.001598685029
269	0.00159868334
270	0.001589264183
271	0.001589264183
272	0.001589247887
273	0.001589263043
274	0.001578690203
275	0.001578692223
276	0.001559614439
277	0.00154625457
278	0.00154626847
279	0.001539337437
280	0.001539330712
281	0.001539334017
282	0.001539334017
283	0.001539323953
284	0.001539322252
285	0.001539322252
286	0.001539326743
287	0.001539317646
288	0.00153932095
289	0.001539318994
290	0.001539286032
291	0.001539277861
292	0.001539290922
293	0.001539274424
294	0.001530743283
295	0.001530742415
296	0.001506533924
297	0.001502507998
298	0.001488589143
299	0.001469123637
300	0.001469123637
301	0.001469124592
302	0.001463148238
303	0.001463135866
304	0.001456841162
305	0.001456836249
306	0.001456836249
307	0.001456832163
308	0.001447714807
309	0.001444043178
310	0.001444053137
311	0.001441694302
312	0.001441702242
313	0.001441694111
314	0.001441680062
315	0.001441674425
316	0.00142840299
317	0.001428401931
318	0.001428410519
319	0.001428410519
320	0.001428348612
321	0.001428348612
322	0.001428340766
323	0.001428353473
324	0.001428331848
325	0.001403444156
326	0.001403448994
327	0.001403446682
328	0.001397075233
329	0.001397077736
330	0.001395487127
331	0.001395487127
332	0.001395487127
333	0.001395476453
334	0.001395477145
335	0.00139547904
336	0.001395476823
337	0.001395473343
338	0.001395476821
339	0.001395470811
340	0.001395474416
341	0.001395467721
342	0.001395464712
343	0.001395459437
344	0.001395463407
345	0.001395457536
346	0.001395447493
347	0.001395442765
348	0.001395440855
349	0.001395442533
350	0.001395442533
351	0.001395442533
352	0.001395436366
353	0.001395428265
354	0.001395432553
355	0.001395422643
356	0.001395423218
357	0.001372324354
358	0.001372324007
359	0.001372318752
360	0.001372319497
361	0.001372330735
362	0.00137230385
363	0.001372309584
364	0.001372306164
365	0.0013723056
366	0.00137230032
367	0.001372291555
368	0.001372300016
369	0.001372294116
370	0.00137227719
371	0.001372290349
372	0.001372288721
373	0.001372281512
374	0.001372275263
375	0.001372286396
376	0.001372270245
377	0.001372254706
378	0.001372254706
379	0.001372254706
380	0.001372263291
381	0.001372260934
382	0.00137225445
383	0.001372250272
384	0.001372204835
385	0.001372196555
386	0.001372193841
387	0.001372180378
388	0.001372183312
389	0.001372184733
390	0.001372170951
391	0.001372185106
392	0.001372185106
393	0.001372185106
394	0.001372175572
395	0.001372172271
396	0.001372160578
397	0.001372179316
398	0.001372163061
399	0.001372164186
400	0.001372162005
401	0.001372158573
402	0.001372162167
403	0.00137215219
404	0.001372152726
405	0.001372161775
406	0.001372153358
407	0.001372139996
408	0.001372146634
409	0.001372141706
410	0.001372139799
411	0.001372139799
412	0.001372137965
413	0.001372142644
414	0.001372140048
415	0.001372140048
416	0.001372138005
417	0.001372138208
418	0.001372136067
419	0.0013721387
420	0.001372131695
421	0.001372134823
422	0.001372128825
423	0.001372131385
424	0.001372131385
425	0.001372120894
426	0.001372117202
427	0.001372120604
428	0.001372116053
429	0.00137211118
430	0.001372109994
431	0.001372102581
432	0.001372104682
433	0.00137210673
434	0.001372111447
435	0.001372097565
436	0.001372101937
437	0.001372094261
438	0.001372094261
439	0.001372094886
440	0.001372098911
441	0.00137209694
442	0.001366097216
443	0.001366092399
444	0.001366089738
445	0.001366089738
446	0.001366094215
447	0.001366078648
448	0.001366094148
449	0.001366075986
450	0.001366066261
451	0.001366076139
452	0.001366069357
453	0.001366066594
454	0.001366063318
455	0.00136605888
456	0.001366066872
457	0.001366061637
458	0.001366058501
459	0.001366067488
460	0.001366056028
461	0.001366057316
462	0.001366057987
463	0.001366047571
464	0.0013660451
465	0.001366052588
466	0.001366043852
