2023-09-11 22:29:10,car11,Model Z,72,38,96.93222425598441,0.09,280.21666666666675,Node 3,moving,10.216666666666667,99.99199999999996,179.78333333333325,rainy,light,flat,accident_ahead,0
2023-09-11 22:30:18,car11,Model Z,74,38,96.70610994861599,0.09,281.41666666666674,Node 3,moving,11.416666666666666,99.99099999999996,178.58333333333326,sunny,heavy,uphill,none,0
2023-09-11 22:31:18,car11,Model Z,70,38,96.46707775015595,0.09,282.6500000000001,Node 3,moving,12.649999999999999,99.98999999999995,177.3499999999999,rainy,light,flat,road_closure,0
2023-09-11 22:32:19,car11,Model Z,74,38,96.25351931448344,0.09,283.8166666666668,Node 3,moving,13.816666666666665,99.98899999999995,176.18333333333322,sunny,moderate,uphill,accident_ahead,0
2023-09-11 22:33:19,car11,Model Z,73,38,96.01448472580898,0.09,285.0500000000001,Node 3,moving,15.049999999999997,99.98799999999994,174.94999999999987,snowy,light,downhill,accident_ahead,0
2023-09-11 22:34:19,car11,Model Z,74,38,95.78195225617935,0.09,286.26666666666677,Node 3,moving,16.266666666666662,99.98699999999994,173.73333333333323,rainy,heavy,flat,accident_ahead,0
2023-09-11 22:35:19,car11,Model Z,72,38,95.54291527729046,0.09,287.5000000000001,Node 3,moving,17.499999999999996,99.98599999999993,172.4999999999999,snowy,moderate,uphill,road_closure,0
2023-09-11 22:36:19,car11,Model Z,75,38,95.31679418676414,0.09,288.7000000000001,Node 3,moving,18.699999999999996,99.98499999999993,171.2999999999999,sunny,heavy,flat,none,0
2023-09-11 22:37:19,car11,Model Z,74,38,95.07116173062379,0.09,289.9500000000001,Node 3,moving,19.949999999999996,99.98399999999992,170.0499999999999,snowy,heavy,uphill,accident_ahead,0
2023-09-11 22:38:19,car11,Model Z,70,38,94.83212116641326,0.09,291.18333333333345,Node 3,moving,21.18333333333333,99.98299999999992,168.81666666666655,sunny,heavy,downhill,none,0
2023-09-11 22:39:19,car11,Model Z,72,38,94.61855525656921,0.09,292.35000000000014,Node 3,moving,22.349999999999998,99.98199999999991,167.64999999999986,snowy,light,uphill,accident_ahead,0
2023-09-11 22:40:19,car11,Model Z,70,38,94.39242964393763,0.09,293.5500000000001,Node 3,moving,23.549999999999997,99.98099999999991,166.44999999999987,sunny,moderate,flat,accident_ahead,0
2023-09-11 22:41:20,car11,Model Z,70,38,94.178861598616,0.09,294.7166666666668,Node 3,moving,24.716666666666665,99.9799999999999,165.2833333333332,snowy,moderate,uphill,none,0
2023-09-11 22:42:20,car11,Model Z,72,38,93.96529248555557,0.09,295.8833333333335,Node 3,moving,25.883333333333333,99.9789999999999,164.1166666666665,sunny,light,flat,none,0
2023-09-11 22:43:20,car11,Model Z,71,38,93.73916348134505,0.09,297.0833333333335,Node 3,moving,27.083333333333332,99.9779999999999,162.91666666666652,snowy,light,flat,accident_ahead,0
2023-09-11 22:44:20,car11,Model Z,74,38,93.51935762894739,0.09,298.2666666666668,Node 3,moving,28.266666666666666,99.97699999999989,161.73333333333318,snowy,heavy,downhill,none,0
2023-09-11 22:45:20,car11,Model Z,73,38,93.28030869898637,0.09,299.50000000000017,Node 3,moving,29.5,99.97599999999989,160.49999999999983,snowy,heavy,uphill,none,0
2023-09-11 22:46:20,car11,Model Z,72,38,93.04776227824563,0.09,300.7166666666668,Node 3,moving,30.716666666666665,99.97499999999988,159.2833333333332,sunny,heavy,flat,accident_ahead,0
2023-09-11 22:47:20,car11,Model Z,75,38,92.82162875192984,0.09,301.9166666666668,Node 3,moving,31.916666666666664,99.97399999999988,158.0833333333332,snowy,heavy,uphill,none,0
2023-09-11 22:48:20,car11,Model Z,71,38,92.57598278701755,0.09,303.1666666666668,Node 3,moving,33.166666666666664,99.97299999999987,156.8333333333332,snowy,heavy,flat,none,0
