timestamp,car_id,model,current_speed,battery_capacity,charge,consumption,location,node,car_status,distance_covered,battery_life,distance_to_charging_point,weather,traffic,road_gradient,emergency,emergency_duration
2023-09-19 16:11:51,car1,Model D,75,50,98.87992222222222,0.13,110.83333333333333,Node 1,moving,0.8333333333333334,97.999,39.16666666666667,sunny,heavy,downhill,road_closure,0
2023-09-19 16:13:23,car1,Model D,71,50,98.60722087222221,0.13,112.08333333333333,Node 1,moving,2.0833333333333335,97.99799999999999,37.91666666666667,snowy,light,downhill,accident_ahead,0
2023-09-19 16:11:54,car6,Model G,73,50,69.71472888888889,0.12,61.333333333333336,Node 1,moving,1.3333333333333333,98.999,88.66666666666666,snowy,light,flat,accident_ahead,0
2023-09-19 16:14:23,car1,Model D,73,50,98.36308574395555,0.13,113.26666666666667,Node 1,moving,3.2666666666666666,97.99699999999999,36.733333333333334,snowy,light,downhill,none,0
2023-09-19 16:12:54,car6,Model G,70,50,69.47762289815185,0.12,62.550000000000004,Node 1,moving,2.55,98.99799999999999,87.44999999999999,sunny,moderate,uphill,none,0
2023-09-19 16:15:23,car1,Model D,78,50,98.10486306457777,0.13,114.48333333333333,Node 1,moving,4.483333333333333,97.99599999999998,35.516666666666666,snowy,light,flat,accident_ahead,0
2023-09-19 16:11:56,car2,Model L,83,40,80.58178518518518,0.14,11.333333333333334,Node 1,moving,1.3333333333333333,97.999,138.66666666666666,sunny,light,flat,road_closure,0
2023-09-19 16:13:54,car6,Model G,73,50,69.2597962863,0.12,63.71666666666667,Node 1,moving,3.716666666666667,98.99699999999999,86.28333333333333,sunny,light,uphill,none,0
2023-09-19 16:16:23,car1,Model D,74,50,97.80969481977777,0.13,115.78333333333333,Node 1,moving,5.783333333333333,97.99499999999998,34.21666666666667,rainy,heavy,flat,accident_ahead,0
2023-09-19 16:12:56,car2,Model L,75,40,80.13135194606944,0.14,12.716666666666667,Node 1,moving,2.716666666666667,97.99799999999999,137.28333333333333,rainy,light,uphill,road_closure,0
2023-09-19 16:14:54,car6,Model G,72,50,69.02268793631112,0.12,64.93333333333334,Node 1,moving,4.933333333333334,98.99599999999998,85.06666666666666,sunny,moderate,flat,accident_ahead,0
2023-09-19 16:17:23,car1,Model D,80,50,97.54427820577777,0.13,117.01666666666667,Node 1,moving,7.016666666666667,97.99399999999997,32.983333333333334,rainy,moderate,uphill,none,0
2023-09-19 16:11:58,car13,Model M,85,49,88.49475547619048,0.16,4.483333333333333,Node 1,moving,1.4833333333333334,88.999,145.51666666666668,rainy,light,downhill,road_closure,0
2023-09-19 16:13:56,car2,Model L,71,40,79.76417122731944,0.14,13.966666666666667,Node 1,moving,3.966666666666667,97.99699999999999,136.03333333333333,sunny,heavy,downhill,road_closure,0
2023-09-19 16:15:54,car6,Model G,70,50,68.79209614751112,0.12,66.13333333333334,Node 1,moving,6.133333333333334,98.99499999999998,83.86666666666666,sunny,heavy,flat,road_closure,0
2023-09-19 16:18:23,car1,Model D,71,50,97.23363786799999,0.13,118.35,Node 1,moving,8.35,97.99299999999997,31.650000000000006,rainy,moderate,downhill,road_closure,0
2023-09-19 16:12:58,car13,Model M,78,49,88.03417761309524,0.16,5.9,Node 1,moving,2.9000000000000004,88.99799999999999,144.1,snowy,moderate,flat,accident_ahead,0
2023-09-19 16:14:56,car2,Model L,75,40,79.43542911360184,0.14,15.15,Node 1,moving,5.15,97.99599999999998,134.85,sunny,light,downhill,road_closure,0
2023-09-19 16:16:55,car6,Model G,70,50,68.57426628454816,0.12,67.30000000000001,Node 1,moving,7.300000000000001,98.99399999999997,82.69999999999999,rainy,heavy,flat,road_closure,0
2023-09-19 16:19:23,car1,Model D,74,50,96.98949669684443,0.13,119.53333333333333,Node 1,moving,9.533333333333333,97.99199999999996,30.46666666666667,snowy,light,flat,none,0
2023-09-19 16:13:58,car13,Model M,77,49,87.6467951657483,0.16,7.2,Node 1,moving,4.2,88.99699999999999,142.8,rainy,light,downhill,none,0
2023-09-19 16:15:56,car2,Model L,72,40,79.06824475943517,0.14,16.4,Node 1,moving,6.4,97.99499999999998,133.6,rainy,heavy,flat,road_closure,0
2023-09-19 16:17:55,car6,Model G,75,50,68.35643533788149,0.12,68.46666666666668,Node 1,moving,8.466666666666667,98.99299999999997,81.53333333333332,rainy,light,uphill,accident_ahead,0
2023-09-19 16:20:23,car1,Model D,71,50,96.7240761411111,0.13,120.76666666666667,Node 1,moving,10.766666666666666,97.99099999999996,29.233333333333334,rainy,moderate,uphill,accident_ahead,0
2023-09-19 16:12:00,car9,Model J,72,45,70.88847736625515,0.11,0.8333333333333334,Node 1,moving,0.8333333333333334,99.999,149.16666666666666,rainy,light,uphill,none,0
2023-09-19 16:14:58,car13,Model M,77,49,87.26935098979592,0.16,8.483333333333334,Node 1,moving,5.483333333333333,88.99599999999998,141.51666666666665,sunny,heavy,flat,accident_ahead,0
2023-09-19 16:16:56,car2,Model L,75,40,78.73008838943517,0.14,17.599999999999998,Node 1,moving,7.6000000000000005,97.99399999999997,132.4,snowy,light,flat,accident_ahead,0
2023-09-19 16:18:55,car6,Model G,71,50,68.10601411704816,0.12,69.71666666666668,Node 1,moving,9.716666666666667,98.99199999999996,80.28333333333332,sunny,moderate,uphill,accident_ahead,0
2023-09-19 16:21:23,car1,Model D,79,50,96.47993255279998,0.13,121.95,Node 1,moving,11.95,97.98999999999995,28.049999999999997,snowy,moderate,flat,none,0
2023-09-19 16:13:00,car9,Model J,72,45,70.65487619825514,0.11,2.033333333333333,Node 1,moving,2.033333333333333,99.99799999999999,147.96666666666667,rainy,heavy,downhill,road_closure,0
2023-09-19 16:15:58,car13,Model M,73,49,86.89190502503402,0.16,9.766666666666667,Node 1,moving,6.766666666666667,88.99499999999998,140.23333333333332,snowy,heavy,uphill,none,0
2023-09-19 16:17:56,car2,Model L,70,40,78.36290039985184,0.14,18.849999999999998,Node 1,moving,8.850000000000001,97.99299999999997,131.15,snowy,light,uphill,road_closure,0
2023-09-19 16:19:55,car6,Model G,72,50,67.88184478412964,0.12,70.90000000000002,Node 1,moving,10.9,98.99099999999996,79.09999999999998,sunny,heavy,downhill,accident_ahead,0
2023-09-19 16:22:24,car1,Model D,79,50,96.17707018257775,0.13,123.26666666666667,Node 1,moving,13.266666666666666,97.98899999999995,26.733333333333334,rainy,moderate,downhill,road_closure,0
2023-09-19 16:14:00,car9,Model J,70,45,70.42127386225513,0.11,3.2333333333333334,Node 1,moving,3.2333333333333334,99.99699999999999,146.76666666666668,sunny,heavy,downhill,road_closure,0
2023-09-19 16:16:58,car13,Model M,78,49,86.5529262102381,0.16,10.983333333333334,Node 1,moving,7.983333333333333,88.99399999999997,139.01666666666665,rainy,heavy,downhill,accident_ahead,0
2023-09-19 16:18:57,car2,Model L,71,40,78.04343007022221,0.14,20.016666666666666,Node 1,moving,10.016666666666667,97.99199999999996,129.98333333333335,sunny,light,downhill,accident_ahead,0
2023-09-19 16:20:55,car6,Model G,77,50,67.65124725932964,0.12,72.10000000000002,Node 1,moving,12.1,98.98999999999995,77.89999999999998,sunny,light,downhill,road_closure,0
2023-09-19 16:23:24,car1,Model D,77,50,95.87420631311109,0.13,124.58333333333333,Node 1,moving,14.583333333333332,97.98799999999994,25.41666666666667,sunny,light,uphill,accident_ahead,0
2023-09-19 16:15:00,car9,Model J,73,45,70.20061211616459,0.11,4.4,Node 1,moving,4.4,99.99599999999998,145.6,sunny,heavy,downhill,road_closure,0
2023-09-19 16:12:03,car3,Model F,72,55,93.81946127946128,0.11,1.1666666666666667,Node 1,moving,1.1666666666666667,99.999,148.83333333333334,sunny,light,flat,none,0
2023-09-19 16:17:58,car13,Model M,70,49,86.16553641921769,0.16,12.283333333333335,Node 1,moving,9.283333333333333,88.99299999999997,137.71666666666667,rainy,heavy,uphill,road_closure,0
2023-09-19 16:19:57,car2,Model L,73,40,77.71467981944444,0.14,21.2,Node 1,moving,11.200000000000001,97.99099999999996,128.8,snowy,light,flat,accident_ahead,0
2023-09-19 16:21:55,car6,Model G,75,50,67.38715064307037,0.12,73.38333333333335,Node 1,moving,13.383333333333333,98.98899999999995,76.61666666666665,sunny,light,uphill,none,0
2023-09-19 16:24:24,car1,Model D,73,50,95.58661305159998,0.13,125.86666666666666,Node 1,moving,15.866666666666665,97.98699999999994,24.13333333333334,rainy,heavy,downhill,road_closure,0
2023-09-19 16:16:00,car9,Model J,73,45,69.96039825848558,0.11,5.616666666666667,Node 1,moving,5.616666666666667,99.99499999999998,144.38333333333333,snowy,heavy,uphill,road_closure,0
2023-09-19 16:13:03,car3,Model F,75,55,93.62833305109764,0.11,2.3666666666666667,Node 1,moving,2.3666666666666667,99.99799999999999,147.63333333333333,sunny,heavy,uphill,accident_ahead,0
2023-09-19 16:18:59,car13,Model M,73,49,85.85404989540817,0.16,13.450000000000001,Node 1,moving,10.45,88.99199999999996,136.55,rainy,moderate,uphill,accident_ahead,0
2023-09-19 16:20:57,car2,Model L,75,40,77.36697276342129,0.14,22.416666666666664,Node 1,moving,12.416666666666668,97.98999999999995,127.58333333333334,sunny,heavy,flat,accident_ahead,0
2023-09-19 16:22:55,car6,Model G,73,50,67.1367244389037,0.12,74.63333333333335,Node 1,moving,14.633333333333333,98.98799999999994,75.36666666666665,snowy,moderate,uphill,road_closure,0
