timestamp,car_id,model,current_speed,battery_capacity,charge,consumption,location,node,car_status,distance_covered,battery_life,distance_to_charging_point,weather,traffic,road_gradient,emergency,emergency_duration
2023-09-19 16:12:12,car12,Model N,72,45,77.64784138271605,0.11,424.46666666666664,Node 4,moving,1.4666666666666666,98.999,35.53333333333336,sunny,moderate,uphill,accident_ahead,0
2023-09-19 16:13:25,car12,Model N,73,45,77.41307221471605,0.11,425.66666666666663,Node 4,moving,2.6666666666666665,98.99799999999999,34.33333333333337,rainy,heavy,flat,accident_ahead,0
2023-09-19 16:14:26,car12,Model N,78,45,77.17165971386008,0.11,426.88333333333327,Node 4,moving,3.883333333333333,98.99699999999999,33.11666666666673,sunny,moderate,flat,accident_ahead,0
2023-09-19 16:15:26,car12,Model N,72,45,76.8956453720823,0.11,428.1833333333333,Node 4,moving,5.183333333333333,98.99599999999998,31.81666666666672,sunny,heavy,downhill,accident_ahead,0
2023-09-19 16:16:26,car12,Model N,70,45,76.6608727000823,0.11,429.38333333333327,Node 4,moving,6.383333333333333,98.99499999999998,30.61666666666673,sunny,light,flat,accident_ahead,0
2023-09-19 16:17:26,car12,Model N,75,45,76.43910545522633,0.11,430.54999999999995,Node 4,moving,7.55,98.99399999999997,29.450000000000045,sunny,moderate,downhill,none,0
2023-09-19 16:18:26,car12,Model N,73,45,76.18412562189299,0.11,431.79999999999995,Node 4,moving,8.8,98.99299999999997,28.200000000000045,snowy,moderate,downhill,road_closure,0
2023-09-19 16:19:26,car12,Model N,75,45,75.94270711581068,0.11,433.0166666666666,Node 4,moving,10.016666666666667,98.99199999999996,26.983333333333405,rainy,moderate,downhill,road_closure,0
2023-09-19 16:20:26,car12,Model N,73,45,75.6877247454403,0.11,434.2666666666666,Node 4,moving,11.266666666666667,98.99099999999996,25.733333333333405,snowy,heavy,flat,accident_ahead,0
2023-09-19 16:21:26,car12,Model N,76,45,75.44630383726746,0.11,435.48333333333323,Node 4,moving,12.483333333333334,98.98999999999995,24.516666666666765,sunny,moderate,uphill,road_closure,0
2023-09-19 16:22:26,car12,Model N,74,45,75.18439856088887,0.11,436.7499999999999,Node 4,moving,13.75,98.98899999999995,23.250000000000114,sunny,moderate,flat,accident_ahead,0
2023-09-19 16:23:26,car12,Model N,73,45,74.93624014131684,0.11,437.98333333333323,Node 4,moving,14.983333333333334,98.98799999999994,22.016666666666765,snowy,light,downhill,none,0
2023-09-19 16:24:27,car12,Model N,74,45,74.69481563000821,0.11,439.1999999999999,Node 4,moving,16.2,98.98699999999994,20.800000000000125,sunny,moderate,uphill,road_closure,0
2023-09-19 16:25:27,car12,Model N,74,45,74.4466547413333,0.11,440.4333333333332,Node 4,moving,17.433333333333334,98.98599999999993,19.566666666666777,rainy,heavy,uphill,none,0
2023-09-19 16:26:27,car12,Model N,76,45,74.19849261810697,0.11,441.6666666666666,Node 4,moving,18.666666666666668,98.98499999999993,18.333333333333428,snowy,heavy,flat,accident_ahead,0
2023-09-19 16:27:27,car12,Model N,73,45,73.93658082699585,0.11,442.9333333333332,Node 4,moving,19.933333333333334,98.98399999999992,17.066666666666777,sunny,light,flat,accident_ahead,0
2023-09-19 16:28:27,car12,Model N,78,45,73.69515151150614,0.11,444.14999999999986,Node 4,moving,21.15,98.98299999999992,15.850000000000136,snowy,heavy,flat,road_closure,0
2023-09-19 16:29:27,car12,Model N,72,45,73.41911794513577,0.11,445.4499999999999,Node 4,moving,22.45,98.98199999999991,14.550000000000125,snowy,light,downhill,road_closure,0
2023-09-19 16:30:27,car12,Model N,72,45,73.18432892113577,0.11,446.64999999999986,Node 4,moving,23.65,98.98099999999991,13.350000000000136,rainy,light,uphill,road_closure,0
2023-09-19 16:31:27,car12,Model N,74,45,72.94953872913577,0.11,447.84999999999985,Node 4,moving,24.849999999999998,98.9799999999999,12.150000000000148,snowy,heavy,flat,none,0
2023-09-19 16:32:27,car12,Model N,75,45,72.70136919860079,0.11,449.0833333333332,Node 4,moving,26.083333333333332,98.9789999999999,10.9166666666668,sunny,moderate,downhill,road_closure,0
2023-09-19 16:33:27,car12,Model N,71,45,72.44637033748968,0.11,450.3333333333332,Node 4,moving,27.333333333333332,98.9779999999999,9.6666666666668,rainy,heavy,uphill,accident_ahead,0
2023-09-19 16:34:28,car12,Model N,73,45,72.21812681513578,0.11,451.51666666666654,Node 4,moving,28.516666666666666,98.97699999999989,8.483333333333462,snowy,light,uphill,road_closure,0
2023-09-19 16:35:28,car12,Model N,73,45,71.9766890923292,0.11,452.7333333333332,Node 4,moving,29.73333333333333,98.97599999999989,7.266666666666822,rainy,light,flat,accident_ahead,0
2023-09-19 16:36:28,car12,Model N,76,45,71.73525016847735,0.11,453.9499999999998,Node 4,moving,30.949999999999996,98.97499999999988,6.050000000000182,rainy,light,flat,accident_ahead,0
2023-09-19 16:37:28,car12,Model N,74,45,71.47332534790122,0.11,455.21666666666647,Node 4,moving,32.21666666666666,98.97399999999988,4.78333333333353,snowy,moderate,uphill,accident_ahead,0
2023-09-19 16:38:28,car12,Model N,72,45,71.2251484100576,0.11,456.4499999999998,Node 4,moving,33.449999999999996,98.97299999999987,3.550000000000182,sunny,moderate,downhill,none,0
2023-09-19 16:39:28,car12,Model N,75,45,70.9903488740576,0.11,457.6499999999998,Node 4,moving,34.65,98.97199999999987,2.3500000000001933,snowy,light,uphill,none,0
2023-09-19 16:40:28,car12,Model N,70,45,70.73534113331687,0.11,458.8999999999998,Node 4,moving,35.9,98.97099999999986,1.1000000000001933,rainy,heavy,downhill,accident_ahead,0
2023-09-19 16:41:28,car12,Model N,74,45,70.51354740944855,0.11,460.0666666666665,Node 4,moving,37.06666666666666,98.96999999999986,inf,rainy,heavy,flat,road_closure,0
2023-09-19 16:42:28,car12,Model N,78,45,70.26536553339916,0.11,461.29999999999984,Node 4,moving,38.3,98.96899999999985,inf,sunny,heavy,downhill,accident_ahead,0
