timestamp,car_id,model,current_speed,battery_capacity,charge,consumption,location,node,car_status,distance_covered,battery_life,distance_to_charging_point,weather,traffic,road_gradient,emergency,emergency_duration
2023-09-17 22:46:56,car7,Model K,71,41,80.68274616079493,0.11,171.33333333333334,Node 2,moving,1.3333333333333333,99.999,98.66666666666666,rainy,moderate,uphill,accident_ahead,0
2023-09-17 22:48:11,car7,Model K,71,41,80.43350733556458,0.11,172.51666666666668,Node 2,moving,2.5166666666666666,99.99799999999999,97.48333333333332,snowy,heavy,uphill,road_closure,0
2023-09-17 22:49:11,car7,Model K,76,41,80.18426726414634,0.11,173.70000000000002,Node 2,moving,3.7,99.99699999999999,96.29999999999998,sunny,heavy,downhill,none,0
2023-09-17 22:46:59,car11,Model Z,75,38,98.68352826510721,0.09,271.4166666666667,Node 2,moving,1.4166666666666667,99.999,188.58333333333331,snowy,light,downhill,road_closure,0
2023-09-17 22:50:11,car7,Model K,78,41,79.89825032716351,0.11,174.9666666666667,Node 2,moving,4.966666666666667,99.99599999999998,95.0333333333333,rainy,moderate,downhill,none,0
2023-09-17 22:47:59,car11,Model Z,79,38,98.43791300194931,0.09,272.6666666666667,Node 2,moving,2.666666666666667,99.99799999999999,187.33333333333331,snowy,light,flat,accident_ahead,0
2023-09-17 22:51:11,car7,Model K,72,41,79.59681340423668,0.11,176.2666666666667,Node 2,moving,6.266666666666667,99.99499999999998,93.73333333333329,sunny,moderate,flat,accident_ahead,0
2023-09-17 22:49:00,car11,Model Z,77,38,98.16502918152047,0.09,273.98333333333335,Node 2,moving,3.9833333333333334,99.99699999999999,186.01666666666665,snowy,heavy,downhill,none,0
2023-09-17 22:52:11,car7,Model K,74,41,79.34041675057814,0.11,177.4666666666667,Node 2,moving,7.466666666666667,99.99399999999997,92.5333333333333,snowy,moderate,flat,none,0
2023-09-17 22:50:00,car11,Model Z,74,38,97.90595706937621,0.09,275.2666666666667,Node 2,moving,5.266666666666667,99.99599999999998,184.7333333333333,rainy,light,downhill,accident_ahead,0
2023-09-17 22:53:11,car7,Model K,73,41,79.06940952394761,0.11,178.70000000000002,Node 2,moving,8.7,99.99299999999997,91.29999999999998,snowy,heavy,downhill,none,0
2023-09-17 22:51:00,car11,Model Z,77,38,97.66693084645223,0.09,276.50000000000006,Node 2,moving,6.5,99.99499999999998,183.49999999999994,rainy,moderate,downhill,accident_ahead,0
2023-09-17 22:54:11,car7,Model K,74,41,78.8057562132972,0.11,179.91666666666669,Node 2,moving,9.916666666666666,99.99199999999996,90.08333333333331,snowy,moderate,downhill,road_closure,0
2023-09-17 22:52:00,car11,Model Z,79,38,97.40785614362572,0.09,277.7833333333334,Node 2,moving,7.783333333333333,99.99399999999997,182.21666666666658,snowy,moderate,downhill,none,0
2023-09-17 22:55:11,car7,Model K,72,41,78.5347462766757,0.11,181.15,Node 2,moving,11.149999999999999,99.99099999999996,88.85,snowy,moderate,downhill,road_closure,0
2023-09-17 22:56:11,car7,Model K,77,41,78.2783444952123,0.11,182.35,Node 2,moving,12.349999999999998,99.98999999999995,87.65,sunny,moderate,uphill,road_closure,0
